comment,star
"It’s bigger the mini, but still smaller then regular mouse.I was looking for retractable core mouse in regular size, but most of selling in line is mini mouse. This is the biggest so far I can find on Amazon",4
"Works great, battery life is very good. Certainly not the quality of my aluminum Mac keyboard ... but it's backlit which is what I needed.",4
"The media could not be loaded. The keyboard hardware is very well built, while it is made of plastic, the artificial weights inside it makes it feel premium. I also think the keypresses has a more premium feeling compared to Apple's keyboard. However, they put many software hacks on this keyboard to try to achieve the function row functionality, which causes the following problems:1. Pressing F5 does not start dictation, instead it brings up Spotlight, it is same as pressing F4 button.2. F6 key does not start Do Not Disturb on Mac, instead it puts Mac to sleep.3. The Fn key is not sending the Fn key event. I have the Fn key set to bring up Emoji panel, but pressing it only changes the input method for me.4. Pressing fn + F1, F2…etc does not input F1 F2..etc key press, instead it is still performing multimedia functions such as brightness & volume.Details of the software hacks of this keyboard:The Fn button is not sending the Fn key event, so I can't use the Fn key to bring up the emoji panel, instead it is sending a hardcoded Control + Space keypress event to switch input methods. Same for F3 and F4 keys, they sending hardcoded keyboard shortcuts (e.g. Command + Space) to bring up Spotlight or Mission Control, if you customized the keyboard shortcuts in MacOS, some of the function row keys will no longer work. Since the Fn key is programmed to send Control + Space keypresses, you can not input F1 to F12 by pressing Fn + the function row keys, so if you need to input F1 to F12, then you have to look for other keyboards.I really hope they can fix the software on this keyboard, I have one docking station and 2 MacBooks, I bought this keyboard so that I can use the 2.4Ghz adapter to connect this keyboard to my docking station, so I don't have to switch keyboards when switching between my 2 MacBooks on my docking station.Upon reaching out to the seller about the problems above, the seller is very apologetic and offered a refund, huge kudos to the excellent customer service!",4
The media could not be loaded. I like the keyboard. Travel distance is pretty short but it still gives a little mechanical keyboard vibe.,4
"I order this keyboard, but a bigger keyboard and a $100 logitech keyboard. This is smaller than I thought it would be, but that isn't really bad. Yes, it would be a little easier if there was a row of buttons for the shortcuts instead of requiring everything to be a combo or triple combo press. But, it works good, the keys have a nice feel, it is easy to type on and the keys are where you expect them to be. You can turn the light brightness up and down. Plus, it has fn-lock, and an fn-lock indicator light, so you can pick whether the shortcut keys (most the F1-F12 keys) act like function keys when pressed or the shortcut keys. It comes with a manual but the instructions are also printed on the bottom of the keyboard which is a nice touch. It's very similar to a laptop keyboard. But yeah, apart from it being a little finicky when you go to pair it the first time, it's a really great keyboard. I almost never use the number pad numbers, and if I did need them for some reason, like I was playing a game, I could just switch to a different keyboard. I really don't see how a Logitech keyboard can be worth 2 1/2 times the price of this one. Granted, the Logitech comes with a dongle and this doesn't so maybe that will be an issues, but you can get a Bluetooth receiver for $10. The Logitech keyboard also comes with special software that will let you map the short keys to different keystrokes in different applications, but most applications already support shortcut key mapping, and Open Source programs like AutoHotKey and TweakKey for windows also allow you to do this for free will 100% for more more and flexibility. But yeah, I'm super happy, can't really speak on the battery life, but hopefully it is good.UPDATE 5/26/24:I didn't notice when I bought the keyboard or even when I reviewed it, but this keyboard comes with Left and Right Windows keys and No Left Ctrl. You have left and right Alt keys, but not left and right control, and a Right Windows. This makes it hard to use Photoshop and Illustrator on Windows because Ctrl++ and Ctrl+- are the default commands for zoom in and out, and if you have to use the left Ctrl key it suddenly requires 2 hands.Thankfully, there are a couple solutions. The easiest is to download Microsoft's PowerToys for Windows and go to the keyboard manager and Enable Key Remapping and then remap that key to Ctrl(left). This I have working.UPDATE:You can use a program called KeyTweak to remap keys in the Windows 10 Registry. I ended up having to do this because the keyboard doesn't have a delete and backspace button. The delete button typically works as a backspace button. You can press fn+delete to have it work as a delete button, but I need an actual delete button like my laptop keyboard has. This is the layout the Logitech MX mini uses (it costs almost $100 though).I used a program called KeyTweak to remap the PrntScreen key to delete in the Windows registry. Unfortunately, this remaps BOTH the print screen key on this keyboard, and the print screen key on my laptop.So, I have to unmap everything. Restart my computer, then map fn+PrintScreen (my laptop's ""Insert key"") to PrintScreen. Then map PrintScreen to delete. Then remap Left Windows Key to Left Control. And now it works the way I want, except I have to press fn when I press PrintScreen on my laptop, and I no longer have an Insert key, but I literally haven't used an insert key in probably 20 years.The reason I dropped my review to 4 stars is because the wireless keyboard seems to sometimes send double keys, or it will go to sleep (even when plugged in), and then it will miss a key, and then I'll hit it again, and then it will double send the key it missed + the new key. It's literally 6 inches from my laptop, and I wanted to see if I shut off bluetooth and just used USB-C if it would still mess up, but you can't shut off bluetooth and just plug it in :( So I'm dropping my review to 4 stars, mostly for the buggy keys but also because it lacks the option to work as a non-wireless keyboard. If it just worked good, I wouldn't mind having to rebind the keys, but missing keys and losing keys while typing it a big PITA, especially because I code. It isn't mess up enough to really warrant sending it back, it's maybe like 1 in 1000 keystrokes it messes up -- if it was any less I'd probably just think it was user error, but I've been typing a very long time and I can tell when I type something correctly and the keyboard tosses in an extra letter. Even just typing this sentence, it added an extra c in correctly and an extra s at the end of this and I had to go back and fix them.",4
"I generally like this keyboard for its size and weight (it's sturdy enough, but not as sturdy as an Apple keyboard). In my pics you can see it's fairly thin and it features backlighting, if you want that (you can turn it off).I prefer a wired keyboard due to better response time and avoiding connection or battery issues, so I got this one. Overall I'm OK with it, but the keys are a bit too sensitive and have weak spring stiffness to them. During rapid typing, you can easily overtype a key and I find myself frequently hitting delete to edit typing errors that don't happen on my Apple keyboard at home. For this review I'm using my Apple keyboard and I've managed to avoid having to delete extra letters. If I was using the Satechi keyboard, I would've had to hit delete maybe 10 times by now. It can get annoying, but it's not a complete make or break sort of thing.After 7 months of use, my keyboard has a little fading on heavy use keys, but it's not glaring and you can't really tell in my pics. I like that the keys are black so I can avoid the nasty dirtied up look white keyboards easily get.",4
"There are a lot of reviews saying it ""Wont hold a charge right off the bat"" or ""Won't Pair"". I thought I had the same problem, but found that it is supposed to display those things before setup. Magnets hold it closed, keys press alright, but the hinges are flimsy.Over all it works and I'm happy I can do homework on the go.",4
"Works well, no complaints in the function. Wish it had a cross referenced manual that translated to all the keys and their functions. I just ""hunt and peck"" because i dont know nor can figure out the extra keys",4
I had reported that the s key got stuck but after slapping it on the desk it popped back up. after doing this several times it is ok. maybe something got stuck under it. the keyboard is small and light,4
"I ordered the Tibuta Ultra-Slim Bluetooth Keyboard to use with my new T-mobile Revvl 10 inch 5G tabletIt connected really quick and easy by bluetooth, and all I can say is that it worked and I no longer have to type on that small on screen keyboard anymore. I knocked off 1 star from it's rating because it did not include a type USB-C cable, But I also had about a dozen of them in my desk drawer so that was not an issue for me, Now I would recommend this mini bluetooth keyboard to anyone looking for a nice keyboard, for their phones, tablets, and ipads...",4
"Bought this for my MacBook Pro. Connecting the 2 was no problem at all. I find myself having to continuously check what I just typed as it often times doest register the letter I just hit, which after a litle bit gets annoying. It is very light weight and compact. The price is nice but with the keys often times not registering on the screen, its a real. I think your better off spending the money on a better keyboard.",4
"Working properly, medium Quality Materials, 10” size . I Like it so much making using microsoft word , excel & power point on my ipad very easy",4
"Keyboard is satisfying and responsive, touchpad registers as a mouse (doesn't mess with a laptop's 'integrated' touchpad for example), and connectivity is good. Keyboard area is a little smaller to accommodate the touchpad, but it doesn't feel cramped. The touchpad is not responsive enough though, it doesn't seem well-configured to be honest. It's good!! Just not great yet. But overall, if this does what you need, it will definitely be a good choice :)",4
"Works great, like the soft keys and ergonomic design. Two issues for me, but it's just my personal opinion :-)1) No CTRL key on the right side of the keyboard. I use CTRL-Y often and not having the CTRL on the same side as the Y makes it a 2-handed move, not 1-hand.2) The Delete button is right next to the Bluetooth button. I'm constantly accidently clicking the 2.4G Bluetooth button and disconnecting the keyboard. Wish there wasn't a button right next to Delete, woudl be easier to ""find"" without looking.Again, other than those two little things, it works great.",4
"I purchased two different USB keyboards to try out, and found myself absolutely loving this little foldout. The design on this is brilliant, keyboard layout is natural and just large enough to allow for comfortable, rapid typing. It's attractive, even cute with an almost toy-like feel. It works well and connectivity is simple and assured.Wishlist: It is plastic and not aluminum as listed. I would pay more for something built a bit more ruggedly with metal case and hinges. I like it enough to care. The foldout phone shelf: great idea! I wish it were deep enough to accommodate my phone in its case. I purchased a phone holder separately as a result.Overall, the design is brilliant and the keyboard is very functional. I like it so much, I would love to see the product produced with long-term use in mind. I will be using this all of the time.",4
"Works well, but keys are small and tightly spaced. Best for slow, hunt-and-peck typists, people with quite small hands, slow typists with small hands, and children, especially children whose parents want to encourage them to reduce their screen time. This keyboard will do it.",4
"Pairs easilyInexpensive split keyboardKeeps wires downKeys stick a bit- hopefully more use will help that, it's a bit frustratingMy 5x more expensive version is flawless but again inexpensive choice that works",4
"It’s a good product and does what it’s designed for. I feel less pressure on my wrists but it will take some time to get a hang of it, it’s a bit hard to type initially.I also did not received batteries inside but my friend did.",4
"There are times that I have to check the connection because I cannot type anything on my screen. Nice padded wrist rest, and quiet keys.",4
"Easy set up, on & off button with place for USB so great for travelling between offices. Feels a bit cheaper than other models of similar price.",4
"I bought this to add to a ham radio (project) that I am in the process of developing. The project is based on a Raspberry Pi 4 computer so it has Bluetooth built in which had this item up & running fast. One thing that really bothered me is the so-called instruction sheet. It leaves a lot to beg and of course covered a multitude of languages that I will never use ...One point of contention I have so far is that I cannot find a way to hold down a key and then scroll down the screen. Yes I have a touch screen but its crammed by the programming of the radio so having a way to hold down a key or pad and then use the touch pad to scroll down the page would be nice....it may well be there but I haven't found it yet in the instruction sheet (too small for my old eyes to read comfortably) ... the case is plastic and my concern is that this radio is going to be used in the field and I have to wonder how well it will hold up there .... if it were made say in titanium or aluminum that would enhance its ruggedness in a filed application.On the good side it is amazinly easy to use, very good size for my needs, and has a really great touch feel for use. The compnay was very fast to ship and I highly recommend it for anyone who needs a nice portable keyboard with a number pad system ... I'm very happy with the unit.",4
"the keyboard buttons dont work so good for me they are pretty good i just dont feel that they are so fun to click isnt as satisfying as my old keyboard. the mouse works incredibly well amazing comfortable to move around, doesnt lag at all.",4
Easy to assemble. Working well. Nice sounding unit. LED lights very bright....almost strobe-like. Needed to move it from its original location as it was almost blinding to look at.....,4
I placed one in my office and it is a great conversation starter between new clients and I. I love the gentle sound of the water and the colors. I have 2 and the screen came apart from both but this is a minor issue. Simple & nice.,4
"I read many reviews before deciding to buy. Several mentioned that it splashed a lot. I almost didn't buy it because of that. But some of those who said that used a rock or pebble to assist with the flow and prevent splashing. Okay, potential problem solved. Several others mentioned that the pump was loud. Again, I considered not buying. But then I read responses that said to make sure the pump is completely submerged. Okay, another potential problem solved. I didn't find any other issues mentioned (other than the water tasting bad, but I'm not buying it to drink or for an animal to drink so....) so I decided to buy it. It's lovely! It produces a wonderful visual effect. My pump speed is at the highest and it trickles nicely. Doesn't splash at all. The pump makes a light hum, but it's not annoying. It is fully submerged. It shipped quickly and was easy to set up. My only disappointment is that it does not produce sound of water I was hoping for.",4
"Very pretty. Expected a little larger. Should have paid more attention to the measurement details. However keeping it. Added decorative pebbles in greys, browns and blacks. Looks wonderful and this fountain is nice and quiet!",4
"Beautiful piece sits nicely on my entry table. I am enjoying the sound of the waterfall in the house. Downfalls: I had to modify the mesh insert to make the sound pleasing to the ears; the water velocity switch really does not work...it only works on full force which impacts the sound of the water. the low does not pull the water through the pump; there is no on off switch, you must unplug it if you want it to stop. Overall, the piece is beautiful and relaxing, but there was manipulation involved to get it to work as desired.",4
"Purchased: for daughter who for some reason has been wanting a waterfall forever -Pros: Light sound is nice, takes up a smaller amount of space, easy assembly.Cons: Smaller than anticipated, do have to provide water a lot especially if using a good amount of the day. Not sure if worth $22.00 price (recently reduced) more realistic around $15",4
It’s a very nice fountain for the price. It’s quiet and pretty and very attractive. I would only use distilled water in it so that is an additional cost. Mine just died. The pump no longer works and it lasted about 16 months just in case anybody wants to know. I don’t think that’s too bad.,4
"I love this elephant fountain that my fiancé bought me, but when I found out how much he paid I thought it was way too much for what it is. The fountain is small and turns on and off only by plugging it in. There is no power switch.",4
"Really cute, well working fountain with great water sound. Love how the elephant is watering herself & baby!",4
"I like the aesthetics of the buddha hand waterfall but it's too quiet for me you can't hear the water falling. Unfortunately, I may be sending it back because it's not serving my purpose for buying.Ok, as I was dissembling the fountain to return it I noticed a small lever on the side of the motor so I adjusted the lever and turn the fountain back on and the water flow increased and I could hear the sound of water more than before so I will not be returning it after all. I love it now!",4
"The media could not be loaded. I love this fountain! It’s quiet enough that it doesn’t disturb me. It’s very relaxing to listen to! I love the glow of the lights at night. My cats apparently love it too, so I had the buy them their own fountain! The only comment I would make is that it looks more brown than grey in person.",4
Love this fountain! So relaxing to listen to and very pretty to watch in the evenings.Disappointed in the company for not following through with my return of the 2nd fountain (not working properly). I’m hoping they will get back to me and fix this issue. I will change my review once everything is resolved.I had no issues with the first fountain.,4
Love this product just enough ambient light to be pleasant and not harsh. Now if I can figure out how to keep it from splashing all over the table. Any suggestions?,4
"I should have read the specs more carefully instead of relying on pictures. It's really small. But if this is the size you want, then it's great. The rocks are loose and you arrange them yourself. Setup takes about a minute. The light is only visible at night. It goes through water fairly quickly, so we usually pour the last of our water bottles into it every day.",4
"I should have read the specs more carefully instead of relying on pictures. It's really small. But if this is the size you want, then it's great. The rocks are loose and you arrange them yourself. Setup takes about a minute. The light is only visible at night. It goes through water fairly quickly, so we usually pour the last of our water bottles into it every day.",4
Silent motor but little water sounds. Looks cool for the price.,4
"This is very cute. Quality seems to be good and it runs perfectly....but you need to fill water almost daily so that's a bummer but it might be because of the size of the fountain. Very pretty, running water sound is nice and it does exactly what it's supposed to do I kept it and use it",4
"I loved this little fountain, you can hear the sound and it's cute. I only found out about using distilled water. This is black, so even with filtered water it's stained white where the water splashes. Then the pump stopped, I cleaned it (wasn't really dirty) but still didn't work. The plastic tube that attaches things together is useless. It does splash.",4
It's small but gives off good sound. You literally have to add water every other day though.,4
"I've had this fountain for about 8 days now. First - as reported - the bowls/pots are made out of some kind of porcelain or clay and the fountain is heavy.Assembly is a snap. The top two bowls are a single piece with a molded stem that fits into the 3rd bowl; and then the 3rd bowl has a molded stem that fits into the bottom bowl. The water hose from the pump to the top bowl is fed through the same stems. Another poster reported that the mounting was flimsy, but I disagree. Actually the stems are very sturdy - to the point to where the bowls will only fit in the one position as shown, and have absolutely no wobble.The sound of the water trickling is the best (loudest) of any table fountain that I've owned, which I expected with the large bottom bowl of water for the water to fall into. As others have mentioned, you don't hear the pump running at all.I was a bit concerned about the water level in the 3rd-from-top bowl. There's a rim around the bowl, but the water comes up to within 1/8-1/16 of an inch from the top of the rim. If someone were to knock the table where the fountain sits hard enough, I would expect some water to spill out of that bowl. This is true regardless of the pump water-flow setting (I tried all 3).My biggest issue with the fountain is that there is some splash. As shown, the bottom bowl is a big bowl full of water. I've tried various water levels from almost full to not even covering the top of the pump as well as adjusting the water flow setting, but regardless, there is a small amount of splash - with droplets of water appearing on the side of the bottom bowl and some slight specks of water collecting on the table below the fountain. After 10-12 hours of running, there's enough mist/droplets on the table to have to wipe them off. On a glass or well-protected surface, not a problem, but I wouldn't put this on a wood surface. I've also tried tilting the fountain a bit (being careful of the water close to the rim of the 3rd bowl), but I can't figure out how to get rid of the slight splash. If it weren't for the slight splash, I'd easily rate this fountain at 5 stars.",4
"I really love this little fountain I bought another one around the same time I purchased this one it was much smaller and much cheaper and the smaller and cheaper one works a little bit better only concerning the fact that this one runs out of water rather quickly I have to refill it at least once a day or every two days while the little one sustains for a few days that's my only complaint other than that I love both of my fountains and I would purchase again, maybe not for $30 though, considering. And also the background mirror gets really dirty and it's hard to clean👍",4
"This fountain looks great, but I had to do so much just to get it to a place I was happy with. Obviously the pump has to be completely submerged in water to avoid the loud humming, which I did. Despite the water level, it was still extremely noisy, and I couldn't figure out why...After disassembling it completely and just having the pump plugged in by itself, I discovered that the source of the noise was coming from the pump vibrating against the base of the reservoir. Since there was no possible way to adjust the way the pump was positioned in the water, I had to resort to a very weird solution....I grabbed some pipe cleaners, shaped them into a circular fashion, and stuck them at the bottom of the fountain to make a make-shift bed to rest the pump on while it was submerged in the water, and it surprisingly worked like a charm. No more noise.Also the ""rocks"" that this fount comes with are absolutely pathetic. I happened to have a bag of black stones that I use for another fountain in my house that worked will for this one too.",4
"The media could not be loaded. I wish there were some instructions so I didn’t fumble about trying to figure out where the circle of lights attached to the battery go (I shoved it around the tube that carries the water up, I think it’s right but who knows). The shipping took about 1 month I ordered September 21st and got it October 17th so not bad since it was drop shipped from china. The left wing came broken off but I super glued it so no big you can’t even tell. It was decently packaged. The entire fountain is made out of a plastic/acrylic so pretty light weight but reasonable for the price.",4
This fountain is adorable but you can barely hear the water trickling.,4
I love that you actually hear the water over top of the pump. It sounds very nice and the little LED lights were a bonus.,4
Set up was tricky. Hard to set cord in fountain hole and controls are on cord. It is beautiful and relaxing.,4
Good functionality.,4
The media could not be loaded. Well usually the pumps are too weak mine is in good shape and I'm having a little problem with keeping the water from splattering out of the dish. Any ideas I would appreciate.,4
"This fountain is a nice compact tabletop size.It requires assembly. The instructions say to add vinegar to the water, clean weekly & add water daily. This requires more upkeep than expected.The flowers, stems & petals must be installed on the lid, which tips easily. Every time I remove the lid for maintenance, I have to fix all the flower portions again.It’s cute, adds moisture to the room and sounds nice.",4
"Changes colors & soothing sound of waterfall. Very light sound. It's a bit difficult to put together, but finally got it going!!",4
"The media could not be loaded. I like it j, I ust got it today no colour change lighting just one light. Luckily I have a colour changing la.o beside it to compensate.",4
"I received this today. Very easy to assemble. Quality product, the water started flowing right away and is not noisey. The reason for 4 stars is because online the candle pullars look gold, I was expecting gold, but they are brown. Even with the candles glowing they still look brown, not the gold I was hoping for.Am keeping it because it is lovely and adds a wonderful ambence",4
"The media could not be loaded. If you’re just wanting this for aesthetics to look at, I think it’s a good buy, but if you’re using this for maybe a sleep sounds, it is not a goodbye. You have to be very close to it to hear the water running.",4
My dad sprayed it with rum and it seems to be doing better,4
"Easy enough to install and set up. The water falls quite a distance so it's loud, not a soft trickle of water. But pretty. The lights and actually distracting and their cable/cord isn't with the water so it gets wet and corroded on first use.",4
It could of came with directions but I went to the pictures on my order and figured it out. I wasn't sure how much water to put but it needs to touch the wheel I seen. It isn't as quiet as I thought either. Over all I give it a 3. It does work and its very cute. My son loved it. I put it in his room and its looks very kid like. He loves the light and how it spins.,4
"The media could not be loaded. I bought this for my office to add some serenity for clients. Water is at full line and the motor is loud and obnoxious. I hate doing returns on Amazon it’s so inconvenient but this thing is going to have to go back. What a waste of my time. You can barely even hear the water. Cute tho for whatever that’s worth.UPDATE: So I turned it on again and it sounds fine. There’s a very mild pump noise but the water is the stronger sound now. I have no idea what changed. Not upping to full five stars though as it’s been an annoying experience. It’s a pretty decent water feature now, in any case. Yay for procrastination.",4
"It's served me well over the months I've had this thing. I keep it right by my bed, on my bedside desk. It's very relaxing to listen to, and fun to run your fingers through, which is the most important bit as we all know.I've read some reviews that said it was loud or made a noise. Never happened to me unless the water got too low. I'm 90% sure most of the reviews that complain about this consist of people who forgot evaporation was a thing that happens.It is understandable though, it's small, so doesn't take a ton of water for it to go from the fill line (which is kinda hard to see/find) to a bit too low and you can start to hear the difference; if you were to keep it going 24/7 I'd imagine you'd need to add water to it every 12-ish hours or so to keep 'er healthy.One complaint I do have about it is the little light that they have shining on the sail: it's a bit too bright for night yet too dim for a lit room. It's also non-negotably a part of it. You can't dim it, or turn it off while the water is going, or change the color, etc. If it's on, it's got that orange light shining at it. If you had planned on having this by your bed like me, you either have to get used to the light and be sure it's pointed away from you, or just not have it on going to sleep at all. I eventually settled on the latter.Also, the cable is a bit too short for me, just 1 or 2 more feet would've been perfect. It seems designed to go on a table or something positioned right in front of/ directly above a outlet, but the place I wanted to put it is about half a desk length away, so the cable currently is pulled all the way taught in order for it to just barely reach. The on/off switch being on the cable itself makes this problem especially cumbersome.TLDR:• I like it a lot, especially for the price.• It needs refilling due to evaporation• Point above likely contributes most to the 'noise' complaints you may read about.• Light on it is unadjustable in its brightness, color, on/off state, etc. Kinda annoying.• The cable isn't very long, and the on/off switch is on the cable itself, so it must be close to an outlet with a length of the cable itself exposed and reachable.",4
"The media could not be loaded. I love the look and functionality of this fountain but it’s too loud for regular bedroom or office. The motor is super quiet unless the later level is too low ( top off water 1x to 2x a day to prevent noise and future damage) It also has slight splashing that add up over time , which may damage future . Iv tried everything to fix the noise and splashing of the water and the only thing thats works it’s cutting a sponge and placing it on the vertical rocks that stick out. I ordered September of 2023 and it still works great (1 year later). my sponge method works perfectly. { size- small and perfect, value for money- yes , calming- yes but after I added a sponge. 9 out of 10",4
"Easy set up and works good, and looks good,have it set on medium,very relaxing.",4
This is such a beautiful fountain. The trickling water is perfect. However I hate that I have to keep refilling it everyday. You could fill it up in the morning and but 5pm it needs water again,4
"The fountain looks beautiful especially during the night where you can see the spinning ball with different colors. The major detraction is their warranty. It isn't stated on this product page, but when you contact the seller, they will let you know it's 3 months. Product is subpar because my pump only lasts a little over 6 months. I'm giving it 4 stars since seller was willing to find a solution for me to replace my pump. I wish the warranty was longer like most products (usually 1 year).",4
This is so pretty in our sunroom. It does make a noise when the water gets low. Haven’t had any other problems.,4
The media could not be loaded. I spied one of these in a darkened office at the gym where I work out and just fell in love with it. I search here on Amazon until I found the exact same one. Everyone in my office is jealous; coworkers who sit near my cubicle love the gentle trickling sound of the water. It is a nice addition to my office space and offers a little bit of Zen to hectic workdays.,4
"Idk why but it had filtered water, and the motor suddenly stopped working. I have had it for a few months. It was such a lovely fountain. I love it and recommended my friends who came over. I love the splash and the bells. The rocks were a nice touch. I don’t know wether to replace it with a new one, I am a little bit worried but willing to think about it",4
"Lovely fountain I bought as a gift for my husband for Christmas. He has always wanted a fountain and loves the sound of the water. It was slightly smaller than I realized but not an issue. It was set up easily and works great, the amount of rocks included could have been better but again it's not really issue. Husband has figured out the settings he likes and is greatly enjoying the soothing sounds of water and I like the soft glow of the lights. No complaints here!",4
"This little fountain is just as advertised - pump gives a light hum, but with a pad beneath, it is hardly notable. The pleasant-looking statue holds a small but adequate light in its palm. The water barely ripples, has a nice trickling sound, very gentle.",4
"It has a more plastic-y look than the picture and there is not enough rocks to hide all around the Buddha but those are easy to find in dollar stores, so I'll find more. Also, there is no on-off switch. You just plug it and inplug it to turn it on and off. Considering it's electricity and water, I don't really like that. I plugged it in a power bar. It also makes the cable almost impossible to hide since you need to always be able to access it to turn it on and off. Besides that it's cute and very quiet.",4
Beautiful with a positive message but water is silent flow. The rocks were dirty and soiled my new white lace dolly that I purchased to display the fountain on. Nope it washes clean.,4
Small fountain but fits great on a small table. It is very quiet and does not splash water.,4
"One of the little fountains came with a tiny hole that allowed water to seep out and run down the side, covering my desk in water. Luckily I caught it before it damaged anything and sealed it with some silicone. The motor is silent, which is a big plus.",4
The fake vegetation kept falling off so had to glue it.Usually relaxing when in use.,4
Perfect size and the water sounds along with lights makes it soothing for late evenings. Helps to relax faster and sleep longer.,4
"The media could not be loaded. I think this is a nice value and a pretty fountain. I did add a few stones to the bottom chamber so that I could hear the water a little bit better. Otherwise you can’t hear the water very well. Overall, I am happy!",4
"Liked the look of this desktop fountain and it runs well. However not currently able to use it as it is too loud for my studio space due to the design and water drop back into the pool. I'm in a 12 x 12 room, albeit with a lot of hard surfaces (floors, walls, desks) so the water sound quickly moves from soothing trickle noises to reverberating distraction. To spin the ball the pump has to be on the second highest setting only. Anything less and the ball stalls or only vibrates, high speed, the water shoots off the back of the ball and on to desk and floor. It looks nice in our decor, so I kept it and have the LEDs lighting the ball without the pump and may rig it in the future as an atomizer to create a fog illusion in the centre design. It just doesn't work as intended in my office space - may be great in a different setup and if the limitations of my environment are removed, it's worth the 4-stars. Disappointed I can't use it in my space and so not advised for a smaller quiet office area or where lots of impromptu Zoom or Teams meetings are frequent unless you can unplug it easily / quickly. Sounds to remote users like you're in the bathroom, LOL!",4
"I purchased these as it hit my two main criteria for work office decor, it was cheap and not terribly tacky.I wanted a quiet sound of running water in my office, the noise helps me focus. I was disheartened initially as it was nearly silent, and by nearly I mean it didn't even so much as produce sound other than the hum of the pump. I noticed upon assembly that it hard some sort of black plastic restrictor inside the hose that runs from the pump to the top bowl. I used a tool to remove this restrictor and that massively improved the flow. It now generates a delightful trickle!Not featured in the listing are the included small pebbles and glass marble ball thing. The instructions make no mention of placement for the marble in the feature, it only fits in the top ball. I assume it is to create the effect of the ball spinning or bobbing. However, it is far too heavy an merely acts as yet another restriction for flow. This is OK as with the pump turned to full with the restrictor removed it is a little aggressive, but slower speeds lead the pump to more hum.All in all, it balances itself out nicely. It produces the sound I was looking for and the design isn't terribly obtrusive.",4
"The media could not be loaded. I like this little tabletop fountain and have it underneath our gazebo. It's a great addition to our morning coffee routine.I HIGHLY RECOMMEND removing the small black restrictor from the hose, (I pushed it out with a chopstick). This will give you better water flow.Also, watch your water levels. Too much and the unit goes quiet. Too little and it sucks like a small pool filter.You can find the sweet spot with a little adjusting of the rocks and turning the bowls.It's a nice calming accent for the price!",4
"I really enjoy how the fountain looks! It adds a tranquil feel to the room. It is a great size; not too big, not too small. I would have liked it to have a water trickling/flowing noise, but it does not. If you remove the floating ball, you can hear the water sound, although it may splash water without it. I also would have liked the base to have a notch for the cord as the top doesn't sit quite flush with the base because of the cord. Overall, very nice fountain. Adding additional rocks (purchased separately) adds to the appeal.",4
"The fountain is exactly what I wanted for my home office. It’s fairly sturdy and eye-pleasing for the price-point. The set up was easy and the LED light gives it a nice glow. I agree with other posts that it doesn’t make much sound, but I fixed that issue by placing a few small stones on each leaf at the spout. Theadditional stones created a little more water pooling on each leaf, creating that classic trickling water sound.",4
"I can work with mine, but check your measurements, tho. They are small.",4
Decoration,4
"The media could not be loaded. It's a really nice little tabletop fountain, but it is so quiet, it has no water sounds! The motor sounds louder in the video, but really it's so quiet. Directions say to put something underneath it to quiet the motor, but it really doesn't bother me at all. I barely hear it. My only issue is: I don't hear water trickles at all. I was looking forward to that!",4
it was good while it lasted.,4
This is a very beautiful and decorative mister. Putting it together was a bit difficult as there were no instructions. A little pricey too. But very nice.,4
"Perfect size for my bathroom, but the plastic does feel really cheap. It is very light. But it does work",4
"The instructions show a pump with an adjustable flow rate. Mine came without a flow rate switch, so I can't adjust the flow. Because of the discrepancy, I did not give 5 stars.I like the amount of water regardless of not being able to adjust the flow, and it produces a nice sound for a 12X15 room. The rim is damp in the bottom/main basin, but after 8 hours of running, there was no over splash. On the shelf or the floor.The material is fairly heavy and it seems to be a nice color/quality. It fits in with the room colors and plants at my desk.It was mostly assembled. All I had to do was un pack, connect light connector, fill with water and plug it in.Very minimal. It is a tight squeeze getting the pump in and out with your hand and I had to use a pen to get the pump placed and pull the pump out by the cord. My hand would not fit in side. I can't reach an octave on a piano, but my hand muscles are fairly developed.The lights are better in pictures, but it is really nice.",4
"I only gave 4 stars because there were so many reports of damaged items upon delivery and mine was one of them. Luckily, Amazon's procedure of reporting, quick response and fairly easy returns allowed me to get a replacement in 2 days. I love my little water feature. I DO wish the ""tinkling"" were a bit louder as I have it in my office for relaxation, but I'm glad it doesn't splash. I also have the ability to have my Google home add the sound of a babbling brook if I feel the need. I like the spinning and colorful orb and I'm looking forward to the evening to see it in the dark.",4
"Nice product, really beautiful. Product as described.",4
"If you are intending to get this fountain to create the sound of moving water, you will need it within 5 feet of your head to hear it. I hoped with this many stages of falling water, it would be loud enough to put it in my office or bedroom, to drown out some ambient noises. However, it's more of a decorative piece than an ambient sound machine.It definitely looks cool, but I was hoping it would create a lot more sound. In the description it does say ""quiet"" water sound, so I can't complain too much. Overall, it's a good fountain, easy to assemble and use. Just fill the bottom of the unit up until it's 60-75% full (in the outer, bottom bowl). I'll probably end up returning it myself, just because I don't care how it looks. I wanted a louder fountain, I suppose I could mod this one to make it louder.",4
I really liked this but I live in an urban area and the sound of the trickling water was lost under the traffic noise.,4
